file,id,source,author,premium,risk,text_excerpt
data/cards.ts,card-021,Pirké Avot 1:14 — Hillel,Emmanuel Lévinas,false,COPYRIGHT (†1995 → 2065),"Trois questions qui résument toute une éthique : responsabilité envers soi, responsabilité envers autrui, urgence d'agir. La morale juive est une tension créatr"
data/cards.ts,card-022,Sanhédrin 37a — Le Talmud de Babylone,Heschel,false,COPYRIGHT (†1972 → 2042),"Chaque être humain est un monde. La sainteté de la vie humaine est absolue dans la tradition juive — sauver une vie n'est pas un acte moral parmi d'autres, c'es"
data/cards.ts,card-023,Pirké Avot 4:1 — Ben Zoma,Gaon de Vilna,false,likely-PD-or-traditional,La sagesse n'est pas une position — c'est une posture. Celui qui se croit arrivé a cessé d'apprendre. Le vrai sage reconnaît que chaque personne porte une Torah
data/cards.ts,card-024,Pirké Avot 1:15 — Chammaï,Emmanuel Lévinas,false,COPYRIGHT (†1995 → 2065),Même Chammaï — réputé sévère — enseigne l'accueil avec un beau visage. Le visage ouvert est le premier don qu'on peut faire à l'autre — et il ne coûte rien.
data/cards.ts,card-025,Pirké Avot 1:17 — Chiméon ben Gamliel,Maïmonide,false,likely-PD-or-traditional,"La Torah est faite pour être vécue, non seulement étudiée. L'étude est indispensable — mais ce n'est pas un but en soi. Elle prépare l'action juste et l'existen"
data/cards.ts,card-026,Maïmonide — Hilkhot Teshuvah 7:7,Maïmonide,false,likely-PD-or-traditional,La repentance n'est pas seulement une correction — c'est un rapprochement. Celui qui revient est plus proche de Dieu que celui qui n'a jamais erré. Le chemin de
data/cards.ts,card-027,Maïmonide — Guide des Égarés,Maïmonide — Moreh Nevoukhim,false,likely-PD-or-traditional,La recherche de la vérité est indépendante du consensus. Maïmonide ose confronter la tradition reçue avec la raison. La vérité tient debout seule.
data/cards.ts,card-028,Maïmonide — Hilkhot Matanot Aniyim 10:1,Maïmonide — Les huit degrés de la tsédaka,false,likely-PD-or-traditional,La plus haute forme de tsédaka est celle qui préserve la dignité : donner à quelqu'un les moyens de ne plus avoir besoin de donner. Le don qui libère est supéri
data/cards.ts,card-029,Maïmonide — 13 Principes de Foi,Maïmonide,false,likely-PD-or-traditional,"Les 13 Principes de Maïmonide ont façonné la théologie juive. ""Emunah shlemah"" — foi entière : non pas la certitude du raisonnement, mais l'engagement total de"
data/cards.ts,card-030,"Maïmonide — Mishneh Torah, Yesodei HaTorah",Maïmonide,false,likely-PD-or-traditional,Dieu contient le monde sans être contenu par lui. Cette distinction métaphysique protège la transcendance divine tout en maintenant l'immanence de la Shekhinah.
data/cards.ts,card-031,Rachi — Commentaire sur Genèse 1:1,Rachi,false,likely-PD-or-traditional,Rachi enseigne : pour que les nations ne puissent pas accuser Israël de voler la Terre. Tout appartient à Dieu qui crée — Il donne à qui Il veut.
data/cards.ts,card-032,Rachi — Principe herméneutique fondamental,Rachi,false,likely-PD-or-traditional,"Rachi établit un principe qui protège la Torah de l'allégorisation excessive. Même si un verset a un sens profond, son sens premier reste valide. La Torah parle"
data/cards.ts,card-033,Talmud Berakhot 58a — cité par Rachi,Rachi,false,likely-PD-or-traditional,La diversité des opinions est une loi de la création. La Torah a soixante-dix visages. Chaque interprétation authentique enrichit la compréhension.
data/cards.ts,card-034,Rachi — Explication du commandement,Rachi,false,likely-PD-or-traditional,L'empathie comme herméneutique. Rachi enseigne à lire le commandement depuis sa propre expérience de la blessure pour comprendre comment ne pas blesser l'autre.
data/cards.ts,card-035,Méguilah 31a — cité par Rachi,Rachi,false,likely-PD-or-traditional,"La grandeur et l'humilité ne s'opposent pas — elles coexistent. Dieu, le plus grand, est aussi le plus humble. L'humilité est la marque des grands."
data/cards.ts,card-036,Baal Shem Tov — Enseignements oraux,Baal Shem Tov,false,likely-PD-or-traditional,"Le Besht révolutionne la spiritualité juive : pas besoin de souffrance ni d'ascèse pour se rapprocher de Dieu. La joie sincère est déjà une prière, déjà une pro"
data/cards.ts,card-037,Baal Shem Tov — Panenthéisme hassidique,Baal Shem Tov,false,likely-PD-or-traditional,"Le Besht reprend le concept du ""malon"" de la Shekhinah et lui donne une dimension cosmique. Chaque atome, chaque instant, chaque obscurité contient une étincell"
data/cards.ts,card-038,Baal Shem Tov — Toledot Yaakov Yosef,Baal Shem Tov,false,likely-PD-or-traditional,"La doctrine des ""nitzotzot"" (étincelles) : une parcelle divine est cachée dans chaque âme, même la plus éloignée. La mission de chacun est de libérer son étince"
data/cards.ts,card-039,Baal Shem Tov — Keter Chem Tov,Baal Shem Tov,false,likely-PD-or-traditional,"Le Besht ne méprise pas l'érudition, mais il rappelle que la qualité de la prière est dans la kavana (l'intention). Une prière sincère d'un simple vaut mille pr"
data/cards.ts,card-040,"Rabbi Nahman de Breslev — Liqoutey Moharan II, 48",Rabbi Nahman de Breslev,false,likely-PD-or-traditional,"La maxime la plus connue du hassidisme breslov. La vie est instable — un pont, pas une forteresse. Mais l'essentiel est de traverser sans s'arrêter, sans se par"
data/cards.ts,card-041,Emmanuel Lévinas — Totalité et Infini,Emmanuel Lévinas,false,COPYRIGHT (†1995 → 2065),"Lévinas retourne la philosophie : avant la question de l'être, la question de l'autre. Le visage humain est une épiphanie éthique — il me commande avant que j'a"
data/cards.ts,card-042,Emmanuel Lévinas — Difficile Liberté,Emmanuel Lévinas,false,COPYRIGHT (†1995 → 2065),"Pour Lévinas, le judaïsme n'est pas une particularité ethnique mais une vocation universelle — être responsable de tout et de tous, avant d'être demandé d'être"
data/cards.ts,card-043,Emmanuel Lévinas — Autrement qu'être,Emmanuel Lévinas,false,COPYRIGHT (†1995 → 2065),"Lévinas renverse l'existentialisme : ce n'est pas la liberté qui est première, mais la responsabilité. Je suis responsable de l'autre avant même de choisir de l"
data/cards.ts,card-044,Emmanuel Lévinas — L'Au-delà du verset,Emmanuel Lévinas,false,COPYRIGHT (†1995 → 2065),"Pour Lévinas, la Torah n'est pas un code fini mais une source inépuisable d'exigences éthiques. Chaque génération doit en redécouvrir les impératifs pour son pr"
data/cards.ts,card-045,Emmanuel Lévinas — Humanisme de l'autre homme,Emmanuel Lévinas,false,COPYRIGHT (†1995 → 2065),La maxime lévinassienne la plus radicale. Ce n'est pas l'égoïsme mais l'altruisme qui est la structure de base de l'humanité authentique. Je suis moi en tant qu
data/cards.ts,card-046,Rabbi A.J. Heschel — Dieu en quête de l'homme,Abraham Joshua Heschel,false,COPYRIGHT (†1972 → 2042),"Heschel inverse la question : ce n'est pas seulement l'homme qui cherche Dieu, mais Dieu qui cherche l'homme. Cette quête divine donne à chaque vie humaine une"
data/cards.ts,card-047,Rabbi A.J. Heschel — Le Sabbat,Abraham Joshua Heschel,false,COPYRIGHT (†1972 → 2042),"La révolution spirituelle du judaïsme : alors que les civilisations bâtissent dans l'espace, Israël sanctifie le temps. Le Shabbat est la civilisation du temps"
data/cards.ts,card-048,Rabbi A.J. Heschel — L'homme n'est pas seul,Abraham Joshua Heschel,false,COPYRIGHT (†1972 → 2042),"Pour Heschel, la religion commence avec l'étonnement (radical amazement) devant l'existence. Avant la théologie, il y a la surprise d'être. La prière est la rép"
data/cards.ts,card-049,"Rabbi A.J. Heschel — Marche à Selma, 1965",Abraham Joshua Heschel,false,COPYRIGHT (†1972 → 2042),La formule la plus célèbre de Heschel illustre son éthique prophétique : la protestation sociale EST une forme de prière. L'engagement pour la justice EST un ac
data/cards.ts,card-050,Rabbi A.J. Heschel — Une passion pour la vérité,Abraham Joshua Heschel,false,COPYRIGHT (†1972 → 2042),Heschel reprend l'idée paulinienne mais la retravaille en clé juive : chaque vie humaine est une lettre de Dieu au monde. Qu'est-ce que ma vie dit de Dieu à ceu
data/cards.ts,card-051,"Zohar — Vayikra, 11b",Ramban,true,likely-PD-or-traditional,"Le principe de correspondance kabbalistique : ""Comme en haut, ainsi en bas"". Le visible est le miroir de l'invisible. Comprendre le monde physique, c'est voir l"
data/cards.ts,card-052,Sefer Yetzirah 1:1 — Livre de la Création,Ramban,true,likely-PD-or-traditional,Le plus ancien traité de mystique juive. 32 = 10 séfiroth + 22 lettres hébraïques. La réalité entière est tissée de langage divin. La création est un acte de pa
data/cards.ts,card-053,Zohar — Berechit,Gaon de Vilna,true,likely-PD-or-traditional,"La lumière primordiale n'est pas physique — c'est la présence divine cachée dans la matière même. Le but de la vie est de la découvrir, de la libérer, de la rév"
data/cards.ts,card-054,"Rabbi Chneur Zalman de Lyadi — Tanya, Chapitre 2",Rabbi Chneur Zalman,true,likely-PD-or-traditional,"Le Tanya (Bible du hassidisme Habad) enseigne que l'âme divine est littéralement ""une partie de Dieu"". Toute la vie spirituelle consiste à laisser cette âme div"
data/cards.ts,card-055,Zohar — Achré Mot,Baal Shem Tov,true,likely-PD-or-traditional,"Le Zohar enseigne que l'amour est la sefira supérieure — Chesed. Un amour vraiment complet traverse toutes les frontières : celles du moi, de la mort, du temps."
data/cards.ts,card-056,Sefer HaBahir — Livre de la Clarté,Ramban,true,likely-PD-or-traditional,"La Shekhinah est le mystère de l'immanence divine. Dieu transcendant se fait présent dans le monde. Elle est ""en exil"" quand Israël souffre, et se ""réjouit"" qua"
data/cards.ts,card-057,Etz Hayyim — Rabbi Yitzhak Louria (l'Ari),Gaon de Vilna,true,likely-PD-or-traditional,La théologie kabbalistique la plus profonde : Dieu crée non par expansion mais par contraction. Il se retire pour faire de la place. Le monde est l'espace de l'
data/cards.ts,card-058,"Tanya — Rabbi Chneur Zalman, panenthéisme",Rabbi Chneur Zalman de Lyadi,true,likely-PD-or-traditional,Non le panthéisme (tout est Dieu) mais le panenthéisme kabbalistique (tout est en Dieu). Cette nuance préserve la transcendance divine tout en affirmant Sa prés
data/cards.ts,card-059,Zohar sur le Cantique des Cantiques,Baal Shem Tov,true,likely-PD-or-traditional,"La mystique juive converge vers ce point : l'âme, étincelle divine, aspire à retourner à sa source. La vie entière est un voyage de retour — un retour vers l'am"
data/cards.ts,card-060,Alenu LeChabeach — Prière kabbalistique,Rabbi Joseph B. Soloveitchik,true,COPYRIGHT (†1993 → 2063),"Le Tikun Olam — réparation du monde — est le concept éthique central du judaïsme moderne. Il nourrit l'engagement social, écologique et humain. L'Alenu se termi"
data/cards.ts,card-061,Bereshit 1:1,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),"Chaque commencement est un acte de foi. Le premier mot de la Torah, ""Bereshit"", enseigne que la création n'est pas une nécessité mais un don — Dieu crée non par"
data/cards.ts,card-062,Bereshit 1:31,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"Le ""très bon"" de la Création n'est pas une approbation esthétique — c'est la déclaration que l'existence elle-même a de la valeur. Nehama Leibowitz souligne que"
data/cards.ts,card-063,Bereshit 1:27,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Le Tselem Elohim — l'image de Dieu en l'homme — est le fondement de toute éthique juive. Reconnaître le visage de l'autre, c'est reconnaître l'empreinte divine."
data/cards.ts,card-064,Bereshit 2:3,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Heschel écrit que le Shabbat est ""une cathédrale dans le temps"". Dieu bénit non pas un lieu ni un objet, mais une durée — enseignant à l'humanité que la saintet"
data/cards.ts,card-065,Bereshit 2:18,Martin Buber,true,COPYRIGHT (†1965 → 2035),"Ces mots précèdent la création d'Ève, mais ils formulent une vérité universelle : l'existence humaine est constitutionnellement relationnelle. Le ""tov"" — le bie"
data/cards.ts,card-066,Bereshit 4:9,Elie Wiesel,true,COPYRIGHT (†2016 → 2086),La question de Caïn est la question éternelle de l'humanité. Le judaïsme répond sans ambiguïté : oui. L'Ahavat Israel — l'amour de ton prochain — n'est pas une
data/cards.ts,card-067,Bereshit 12:1,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"""Lech-Lecha"" — va pour toi. Rashi enseigne que ce voyage était autant intérieur qu'extérieur. Abraham est invité à se découvrir lui-même en quittant ce qu'il co"
data/cards.ts,card-068,Bereshit 15:6,Maimonide,true,likely-PD-or-traditional,L'Emunah d'Abraham n'est pas une adhésion intellectuelle à une doctrine mais une confiance existentielle totale. Il croit malgré les évidences contraires. La fo
data/cards.ts,card-069,Bereshit 18:27,Rabbi Joseph B. Soloveitchik,true,COPYRIGHT (†1993 → 2063),"Abraham, qui vient d'être reconnu comme l'ami de Dieu, se prosterne devant Lui en disant ""je ne suis que poussière"". Le Talmud enseigne que chaque être humain d"
data/cards.ts,card-070,Bereshit 18:14,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),Cette question rhétorique posée à Abraham concerne la naissance de son fils centenaire. Elle traverse les siècles comme une interrogation spirituelle permanente
data/cards.ts,card-071,Bereshit 22:1,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"""Hineni"" — me voici — est la réponse d'Abraham à l'appel divin avant l'épreuve d'Akéda. Ce mot d'une seule syllabe résume l'attitude spirituelle idéale : une di"
data/cards.ts,card-072,Bereshit 26:24,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"Ces paroles adressées à Isaac s'inscrivent dans une longue tradition de la promesse divine. La peur est la condition humaine universelle ; ""Al tira"" — ne crains"
data/cards.ts,card-073,Bereshit 28:16,Martin Buber,true,COPYRIGHT (†1965 → 2035),Jacob se réveille de son rêve de l'échelle et réalise que la présence divine n'était pas absente — c'est lui qui n'en était pas conscient. Le texte enseigne que
data/cards.ts,card-074,Bereshit 32:29,Elie Wiesel,true,COPYRIGHT (†2016 → 2086),"Jacob devient Israël après sa lutte nocturne. Le nom ""Israël"" signifie ""celui qui lutte avec Dieu"". Loin d'être un péché, la lutte avec le divin est au cœur de"
data/cards.ts,card-075,Bereshit 50:20,Baal Shem Tov,true,likely-PD-or-traditional,"Joseph, devant ses frères qui l'avaient vendu comme esclave, prononce ces mots extraordinaires. Ce n'est pas du fatalisme — c'est la capacité à voir l'arc long"
data/cards.ts,card-076,Bereshit 28:10,Rashi,true,likely-PD-or-traditional,Rashi note que la Torah précise le départ de Jacob pour nous enseigner que la sortie du juste est une perte pour son lieu. Chaque être humain laisse une emprein
data/cards.ts,card-077,Bereshit 30:22,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),"Le verbe ""se souvenir"" appliqué à Dieu est l'une des expressions les plus émouvantes de la Torah. Il ne signifie pas que Dieu avait oublié, mais que le moment d"
data/cards.ts,card-078,Bereshit 35:11,Maimonide,true,likely-PD-or-traditional,La royauté de Dieu dans la pensée juive n'est pas celle d'un monarque distant — c'est la présence active qui soutient et oriente toute existence. Le Rambam ense
data/cards.ts,card-079,Bereshit 3:3 (Qohelet 3:14),Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"La crainte de Dieu — Yirat Hashem — n'est pas la peur mais l'émerveillement sacré. Heschel la décrit comme ""la réponse qui surgit face à la splendeur du monde""."
data/cards.ts,card-080,Tehillim 119:72,Rabbi Menachem Mendel de Kotzk,true,likely-PD-or-traditional,"Aimer la Torah est central dans la spiritualité juive. Le Rabbi de Kotzk enseignait : ""La Torah n'a pas été donnée aux anges."" Elle est un enseignement vivant p"
data/cards.ts,card-081,Bereshit 31:15 (cf. Shemot 20:9),Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Le Shabbat n'est pas seulement un jour de repos physique — c'est une déclaration théologique. En cessant de travailler, l'humain reconnaît qu'il n'est pas le ma"
data/cards.ts,card-082,Bereshit 47:28,Rashi,true,likely-PD-or-traditional,"Rashi note que ces années en Égypte furent les meilleures de la vie de Jacob. La sagesse paradoxale : souvent nos années de ""diaspora"", d'exil intérieur ou exté"
data/cards.ts,card-083,Bereshit 50:1,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),Les larmes de Joseph sur son père sont un enseignement sur la dignité du deuil. Le judaïsme reconnaît que la perte est réelle et que les pleurs sont saints. Le
data/cards.ts,card-084,Bereshit 1:1 — commentaire de Nahmanide,Ramban,true,likely-PD-or-traditional,Nahmanide (Ramban) est le premier à articuler clairement la création ex nihilo dans la tradition juive. L'idée que quelque chose peut surgir du néant absolu est
data/cards.ts,card-085,Bereshit 6:9,Nehama Leibowitz,true,COPYRIGHT (†1994 → 2064),"La précision ""en son temps"" a engendré un débat millénaire. Rashi : Noé était juste comparativement à sa génération, mais aurait été ordinaire à l'époque d'Abra"
data/cards.ts,card-086,Bereshit 2:4,Rabbi Isaac Louria,true,likely-PD-or-traditional,"Le mot ""toledot"" (générations/enfantements) est utilisé pour la première fois pour le cosmos lui-même. La création est une naissance en cours — non pas un événe"
data/cards.ts,card-087,Bereshit 42:11,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),Les frères de Joseph proclament leur fraternité commune. Cette phrase est un rappel fondamental : l'unité de la famille humaine remonte à une source unique. Ell
data/cards.ts,card-088,Bereshit 28:12,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,L'échelle de Jacob (Sulam Yaakov) symbolise la communication perpétuelle entre le terrestre et le céleste. Les anges montent et descendent — jamais dans un seul
data/cards.ts,card-089,Shemot 14:13,Sfat Emet,true,likely-PD-or-traditional,"Ces paroles de Moïse au bord de la mer Rouge sont un enseignement sur la confiance absolue (Bitachon). Le Sfat Emet enseigne : l'obéissance à ""ne craignez pas"""
data/cards.ts,card-090,Bereshit 32:4,Rabbi Israel Baal Shem Tov,true,likely-PD-or-traditional,"Le mot ""malachim"" signifie à la fois messagers et anges. Rashi voit dans ce verset la conscience que chaque humain peut être un messager du divin. La pensée has"
data/cards.ts,card-091,Shemot 2:24,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),L'Exode commence par cette affirmation fondamentale : Dieu entend les cris des opprimés. La libération n'est pas une abstraction théologique mais une réponse à
data/cards.ts,card-092,Shemot 3:5,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),Moïse est invité à ôter ses sandales — à enlever ce qui le sépare de la terre sacrée. La sainteté n'est pas dans des temples lointains mais dans l'instant prése
data/cards.ts,card-093,Shemot 3:14,Maimonide,true,likely-PD-or-traditional,"Le Nom divin révélé à Moïse échappe à toute définition. ""Ehyeh asher ehyeh"" exprime l'être pur, le présent éternel et le devenir constant. Maimonide enseigne qu"
data/cards.ts,card-094,Shemot 20:2,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),Les Dix Paroles commencent non par un commandement mais par un acte de libération. Dieu se présente comme le libérateur avant de se présenter comme le législate
data/cards.ts,card-095,Shemot 20:8,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"Le Shabbat est le seul concept de la Bible hébraïque explicitement qualifié de ""saint"" avant tout autre. Heschel écrit : ""Le Shabbat est une cathédrale dans le"
data/cards.ts,card-096,Shemot 20:12,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),"Ce commandement est au cœur de la Torah, à la jonction des devoirs envers Dieu et envers l'homme. Le Talmud dit : ""Honorer ses parents est équivalent à honorer"
data/cards.ts,card-097,Shemot 20:4,Maimonide,true,likely-PD-or-traditional,"L'idolâtrie n'est pas seulement adorer des statues — c'est absolutiser ce qui est relatif : le pouvoir, l'argent, l'idéologie. Maimonide enseigne que l'idolâtri"
data/cards.ts,card-098,Shemot 22:20 / Devarim 10:19,Emmanuel Lévinas,true,COPYRIGHT (†1995 → 2065),La Torah mentionne l'amour de l'étranger 36 fois — plus que tout autre commandement. La mémoire de l'oppression devient la source de l'empathie. Lévinas voit ic
data/cards.ts,card-099,Shemot 32:9 (cf. Tehillim 115:5-6),Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"La prophétie contre l'idolâtrie est aussi une métaphore spirituelle. Fermer les yeux à la souffrance d'autrui, c'est une forme d'idolâtrie — l'adoration de sa p"
data/cards.ts,card-100,Shemot 34:6,Maimonide,true,likely-PD-or-traditional,"Les Treize Attributs de Miséricorde (Yud-Gimel Midot) révèlent la nature essentielle du Divin : compassion, grâce, patience, amour. Ces attributs sont récités l"
data/cards.ts,card-101,Shemot 25:8,Sfat Emet,true,likely-PD-or-traditional,"Dieu ne dit pas ""j'habiterai en lui"" (dans le sanctuaire) mais ""au milieu d'eux"" (dans le peuple). La Présence divine ne réside pas dans les pierres mais dans l"
data/cards.ts,card-102,Shemot 15:11,Elie Wiesel,true,COPYRIGHT (†2016 → 2086),"Le Cantique de la mer est l'une des plus anciennes liturgies de l'humanité. La question rhétorique ""Qui est comme toi ?"" (Mi kamocha) exprime l'incomparabilité"
data/cards.ts,card-103,Tehillim 123:2,Abraham Joshua Heschel,true,COPYRIGHT (†1972 → 2042),"La posture de regard vers Dieu — les yeux levés, attentifs, en attente — est la définition même de la prière dans la tradition juive. Ce n'est pas passivité mai"
data/cards.ts,card-104,Shemot 24:7,Rashi,true,likely-PD-or-traditional,"""Na'assé ve-nishmah"" — nous agirons et nous comprendrons. La tradition inverse l'ordre logique : l'action précède la compréhension. Rashi : Israël a engagé son"
data/cards.ts,card-105,Shemot 20:2,Rabbi Joseph B. Soloveitchik,true,COPYRIGHT (†1993 → 2063),Le premier des Dix Commandements n'est pas un commandement — c'est une déclaration d'identité et de relation. Dieu se présente avant de légiferer. La loi juive
data/cards.ts,card-106,Shemot 23:15,Rabbi Nachman de Breslev,true,likely-PD-or-traditional,"Pessah et le pain sans levain symbolisent la liberté dans l'urgence — pas le temps de laisser le pain lever. Mais plus profondément, le hametz (levain) représen"
data/cards.ts,card-107,Shemot 15:19,Rabbi Isaac Louria,true,likely-PD-or-traditional,"La kabbale enseigne que ""Mitsrayim"" (Égypte) vient de ""Metsar"" — étroitesse, constriction. La libération de l'Égypte est la libération de tout ce qui nous empri"
data/cards.ts,card-108,Shemot 33:11,Maimonide,true,likely-PD-or-traditional,La rencontre de Moïse avec Dieu est décrite en termes d'amitié — la forme la plus égale et la plus intime de relation humaine. Le Rambam enseigne que l'amour de
data/cards.ts,card-109,Shemot 33:18,Rabbi Joseph B. Soloveitchik,true,COPYRIGHT (†1993 → 2063),"La demande de Moïse est la prière la plus audacieuse de la Torah. Non pas ""guide-moi"" ou ""protège-moi"", mais ""montre-moi ta gloire"". C'est la quête mystique par"
data/cards.ts,card-110,Shemot 34:29,Rabbi Israel Baal Shem Tov,true,likely-PD-or-traditional,"Après la rencontre avec Dieu, Moïse rayonne d'une lumière dont il n'est pas conscient. C'est la marque de la vraie sainteté : celui qui irradie la lumière divin"
data/cards.ts,card-111,Pirké Avot 1:1 — Anshei Knesset HaGedolah,Rabbi Jonathan Sacks,true,COPYRIGHT (†2020 → 2090),"Les trois conseils des Sages de la Grande Assemblée fondent toute vie communautaire juive : la prudence judiciaire, la transmission du savoir, et la protection"
